result,play,increment_code,rating_adv,ECO,opening_ply,first_move,second_move,third_move,fourth_move,fifth_move,sixth_move,seventh_move,eighth_move,ninth_move,tenth_move
Normal,Blitz,300+0,42,B34,"Sicilian Defense: Accelerated Dragon,Modern Variation",e4,c5,Nf3,Nc6,d4,cxd4,Nxd4,g6,Nc3,Nf6
Normal,Classical,600+0,42,B34,"Sicilian Defense: Accelerated Dragon,Modern Variation",e4,c5,Nf3,Nc6,d4,cxd4,Nxd4,g6,Nc3,Bg7
Normal,Classical,600+3,42,C45,"Scotch Game: Classical Variation,Intermezzo Variation",e4,e5,Nf3,Nc6,d4,exd4,Nxd4,Bc5,Nxc6,Qf6
Normal,Classical,300+10,42,C66,"Ruy Lopez: Berlin Defense,Improved Steinitz Defense",e4,e5,Nf3,Nc6,Bb5,Nf6,O-O,d6,d4,exd4
Normal,Classical,540+0,42,B30,Sicilian Defense: Old Sicilian,e4,c5,Nf3,Nc6,c3,d6,Bb5,Bd7,O-O,Nf6
Normal,Blitz,180+0,42,A30,English Opening: Symmetrical Variation,c4,c5,Qc2,Nf6,e3,d5,Nc3,e6,cxd5,exd5
Time forfeit,Blitz,120+3,42,E16,Queen's Indian Defense: Yates Variation,d4,Nf6,c4,e6,Nf3,Bb4,Bd2,a5,g3,b6 
Time forfeit,Blitz,180+0,42,C67,"Ruy Lopez: Berlin Defense,Rio Gambit Accepted",e4,e5,Nf3,Nc6,Bb5,Nf6,O-O,Nxe4,d4,exd4 
Time forfeit,Blitz,300+0,42,C26,"Bishop's Opening: Vienna Hybrid,Spielmann Attack",e4,e5,Bc4,Nf6,Nc3,Bc5,d3,d6,Nf3,Bg4
Time forfeit,Classical,900+0,42,C24,Bishop's Opening: Urusov Gambit,e4,e5,Bc4,Nf6,d4,exd4,Nf3,Bb4,c3,dxc3
Time forfeit,Blitz,180+0,42,A00,Hungarian Opening: Sicilian Invitation,g3,c5,Bg2,h5,h3,h4,g4,d5,c4,d4
Time forfeit,Blitz,180+0,42,A43,Old Benoni Defense,d4,c5,c4,cxd4,Qxd4,Nc6,Qd1,e5,g3,f5
Time forfeit,Blitz,180+0,42,A15,"English Opening: Anglo-Indian Defense,King's Indian Formation",Nf3,Nf6,c4,g6,g3,Bg7,Bg2,d6,O-O,c6
Time forfeit,Blitz,180+0,42,E91,King's Indian Defense: Orthodox Variation,d4,d6,c4,g6,Nc3,Bg7,e4,Nf6,Nf3,O-O
Time forfeit,Blitz,300+0,42,A41,Old Indian Defense,d4,d6,c4,Nd7,Nc3,e5,Nf3,Ngf6,g3,Be7
Time forfeit,Blitz,180+0,42,D50,Queen's Gambit Declined: Modern Variation,d4,d5,c4,Nf6,Nc3,e6,Bg5,Bb4,e3,Bxc3+
Time forfeit,Blitz,180+0,42,B20,Sicilian Defense,e4,c5,d3,d6,f4,Nc6,Nf3,g6,g3,Bg7
Time forfeit,Blitz,180+0,42,B00,Owen Defense,e4,b6,d4,Bb7,Bd3,e6,Nf3,d5,e5,c5
Time forfeit,Blitz,240+0,42,E54,"Nimzo-Indian Defense: Panov Attack,Main Line",e4,c6,d4,d5,exd5,cxd5,c4,e6,Nc3,Nf6
Time forfeit,Blitz,180+0,42,C18,"French Defense: Winawer Variation,Maroczy-Wallis Variation",e4,e6,d4,d5,Nc3,Bb4,e5,c5,a3,cxd4
Time forfeit,Blitz,180+0,42,B07,Pirc Defense #5,e4,d6,d4,g6,f4,Bg7,Nf3,Nf6,Nc3,Bg4
Time forfeit,Classical,600+0,42,D00,Queen's Pawn Game #2,d4,d5,e3,a6,c4,Bf5,Nf3,Bxb1,Rxb1,Nf6
Time forfeit,Blitz,180+0,42,A83,Dutch Defense: Staunton Gambit,d4,f5,e4,fxe4,Nc3,Nf6,Bg5,Nc6,Bb5,d5
Time forfeit,Blitz,180+0,42,A45,Indian Game: Tartakower Attack,d4,Nf6,g3,g6,Bg2,Bg7,Nf3,O-O,O-O,c5
Time forfeit,Blitz,180+0,42,A15,English Opening: Anglo-Indian Defense,c4,Nf6,g3,g6,Bg2,Bg7,Nc3,O-O,e4,d6
Time forfeit,Classical,660+5,42,D01,"Queen's Pawn Game: Veresov Attack,Two Knights System,Gruenfeld Defense",d4,Nf6,Nc3,d5,Nf3,g6,Bg5,Nbd7,e3,Bg7
Time forfeit,Blitz,180+0,42,A18,English Opening: Mikenas-Carls Variation #2,c4,e6,Nc3,Nf6,e4,Bb4,e5,Ng8,Qg4,Bf8
Time forfeit,Blitz,180+0,42,B76,"Sicilian Defense: Dragon Variation,Yugoslav Attack,Belezky Line",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,Nc3,g6
Time forfeit,Classical,300+5,42,C41,Philidor Defense #3,e4,e5,Nf3,d6,Bc4,h6,d3,Nf6,O-O,Be7
Time forfeit,Blitz,300+0,42,B41,Sicilian Defense: Kan Variation,e4,c5,Nf3,e6,d4,cxd4,Nxd4,a6,Be2,Nf6
Time forfeit,Blitz,180+0,42,B40,Sicilian Defense: Delayed Alapin Variation,e4,c5,Nf3,e6,c3,Nc6,d4,cxd4,cxd4,d5
Time forfeit,Classical,900+5,42,B40,Sicilian Defense: French Variation,e4,c5,Nf3,e6,Bc4,d5,exd5,exd5,Bb5,Nc6
Time forfeit,Blitz,300+0,42,C45,Scotch Game: Classical Variation,e4,e5,Nf3,Nc6,d4,exd4,Nxd4,Bc5,Be3,Qf6
Time forfeit,Blitz,180+0,42,C40,Gunderam Defense,e4,e5,Nf3,Qe7,Nc3,c6,d4,d6,dxe5,dxe5
Normal,Classical,420+5,41,A40,Englund Gambit Complex Declined,d4,e5,d5,f5,c3,Nf6,Bg5,Bc5,c4,Bxf2+ 
Normal,Classical,900+5,41,D85,Gruenfeld Defense: Exchange Variation,d4,Nf6,c4,g6,Nc3,d5,cxd5,Nxd5,e4,Nxc3 
Normal,Classical,900+2,41,D43,Semi-Slav Defense,d4,d5,c4,e6,Nc3,c6,Nf3,Nf6,Bg5,Be7 
Normal,Classical,600+0,41,C02,"French Defense: Advance Variation,Euwe Variation",e4,e6,d4,d5,e5,c5,c3,Nc6,Nf3,Bd7 
Normal,Blitz,180+0,41,B20,Sicilian Defense: Snyder Variation,e4,c5,b3,Nc6,Bb2,e6,Bb5,Qc7,Nf3,d6 
Normal,Blitz,180+0,41,A40,Horwitz Defense,d4,e6,Nf3,f5,Bg5,Be7,h4,b6,e3,Bb7 
Normal,Blitz,300+0,41,A00,Polish Opening,b4,d5,Bb2,Nf6,e3,e6,a3,a5,b5,a4
Normal,Blitz,180+0,41,B20,Sicilian Defense: Bowdler Attack,e4,c5,Bc4,e6,Nc3,a6,a4,Ne7,d3,d6
Normal,Classical,600+2,41,D00,Queen's Pawn Game: Mason Attack,d4,d5,Bf4,c6,e3,Nf6,Nd2,Bf5,c4,e6
Normal,Correspondence,-0,41,D00,Queen's Pawn Game: Mason Attack,d4,d5,Bf4,Nf6,e3,e6,Nf3,Nh5,Bg3,Be7
Normal,Classical,480+0,41,A45,Trompowsky Attack,d4,Nf6,Bg5,d5,Bxf6,gxf6,Nf3,e6,e3,c5
Normal,Classical,120+9,41,A80,Dutch Defense,d4,f5,c3,Nf6,Bf4,g6,e3,Bg7,h3,O-O
Normal,Classical,300+5,41,A50,Queen's Indian Accelerated,d4,Nf6,c4,b6,Nc3,Bb7,Nf3,Bxf3,exf3,g6
Normal,Classical,300+5,41,A70,Benoni Defense: Classical Variation,d4,Nf6,c4,c5,d5,e6,Nc3,exd5,cxd5,d6
Normal,Blitz,180+0,41,A50,Slav Indian,d4,Nf6,c4,c6,Nc3,d5,cxd5,cxd5,Bf4,Nbd7
Normal,Classical,600+2,41,D10,Slav Defense #2,d4,d5,c4,c6,Nc3,Nf6,Bf4,g6,e3,Bg7
Normal,Blitz,240+0,41,A09,Reti Opening: Advance Variation,Nf3,d5,c4,d4,b4,a5,b5,f6,e3,dxe3
Normal,Blitz,180+2,41,D48,"Semi-Slav Defense: Meran Variation,Old Variation",d4,c6,c4,d5,Nc3,Nf6,e3,e6,Nf3,Nbd7
Normal,Blitz,180+2,41,D26,"Queen's Gambit Accepted: Normal Variation,Traditional System",d4,Nf6,c4,d5,Nf3,dxc4,e3,e6,Bxc4,Be7
Normal,Classical,900+0,41,D20,Queen's Gambit Accepted,d4,d5,c4,dxc4,Nc3,c5,e3,cxd4,exd4,Nc6
Normal,Blitz,180+2,41,D31,Queen's Gambit Declined: Queen's Knight Variation,d4,d5,c4,e6,Nc3,f5,Bf4,Nf6,Nf3,Bd6
Normal,Blitz,300+0,41,E77,King's Indian Defense: Six Pawns Attack,d4,Nf6,c4,g6,Nc3,Bg7,e4,d6,Bd3,O-O
Normal,Classical,540+1,41,A85,Dutch Defense: Queen's Knight Variation,d4,f5,c4,Nf6,Nc3,e6,Bg5,Bb4,e3,Bxc3+
Normal,Blitz,180+0,41,B20,Sicilian Defense,e4,c5,d3,e6,Be2,d5,Nf3,dxe4,dxe4,Qxd1+
Normal,Blitz,180+2,41,C20,King's Pawn Game: Leonardis Variation,e4,e5,d3,Nc6,f4,Nf6,Nf3,d5,fxe5,dxe4
Normal,Classical,360+10,41,C20,King's Pawn Game: Leonardis Variation,e4,e5,d3,Nf6,f4,d6,Nf3,Bg4,Be2,Bxf3
Normal,Blitz,300+0,41,B06,Robatsch (Modern) Defense,e4,g6,d4,Bg7,h4,d6,h5,Nf6,h6,Bf8
Normal,Blitz,180+0,41,B21,Sicilian Defense: Smith-Morra Gambit,e4,c5,d4,cxd4,c3,dxc3,Nxc3,Nc6,Nf3,e6
Normal,Blitz,300+0,41,B12,Caro-Kann Defense: Advance Variation,e4,c6,d4,d5,e5,e6,f4,c5,Nf3,Nc6
Normal,Blitz,240+3,41,C18,"French Defense: Winawer Variation,Retreat Variation",e4,e6,d4,d5,Nc3,Bb4,e5,c5,a3,Ba5
Normal,Blitz,180+0,41,C10,French Defense: Rubinstein Variation,e4,e6,d4,d5,Nc3,dxe4,Nxe4,Be7,Nf3,Nd7
Normal,Classical,360+3,41,C10,French Defense: Rubinstein Variation,e4,e6,d4,d5,Nc3,dxe4,Nxe4,Nf6,Ng5,h6
Normal,Classical,300+5,41,B13,Caro-Kann Defense: Exchange Variation,e4,c6,d4,d5,exd5,cxd5,Nf3,Bg4,Bd3,Bxf3
Normal,Classical,300+5,41,C10,French Defense: Paulsen Variation,e4,e6,d4,d5,Nc3,f5,exf5,exf5,Nf3,Nf6
Normal,Blitz,180+0,41,B12,Caro-Kann Defense,e4,c6,d4,d6,Nc3,Nd7,Bc4,Qc7,f4,h6
Normal,Blitz,300+0,41,B07,King's Pawn Game: Maroczy Defense,e4,d6,d4,e5,dxe5,dxe5,Qxd8,Kxd8,Bc4,f6
Normal,Blitz,300+0,41,C44,Scotch Game: Benima Defense,e4,e5,d4,exd4,Nf3,Nc6,Bc4,Be7,Nxd4,Nxd4
Normal,Blitz,180+0,41,D02,Queen's Pawn Game: Zukertort Variation,Nf3,d5,d4,f5,g3,Nf6,Bg2,e6,c3,Bd6
Normal,Blitz,180+0,41,D02,Queen's Pawn Game: Chigorin Variation,Nf3,d5,d4,Nc6,g3,f6,Bg2,e5,O-O,e4
Normal,Blitz,180+1,41,B07,Pirc Defense #2,e4,d6,d4,Nf6,Nc3,e5,dxe5,dxe5,Qxd8,Kxd8
Normal,Classical,300+5,41,A43,Old Benoni Defense #2,d4,c5,d5,e6,c4,b5,cxb5,a6,bxa6,Bxa6
Normal,Classical,600+0,41,D00,Queen's Pawn Game #2,d4,d5,e3,Bf5,Nf3,c6,a3,h6,c4,e6
Normal,Classical,540+0,41,A40,Polish Defense,d4,b5,e4,Bb7,f3,a6,Be3,e6,Bd3,Ne7
Normal,Blitz,300+0,41,B01,Scandinavian Defense: Main Line,e4,d5,exd5,Qxd5,Nc3,Qa5,Nf3,Nf6,Bc4,Bf5
Normal,Classical,300+8,41,B06,Modern Defense,e4,g6,f4,Bg7,Nf3,d6,d4,c6,c4,Nf6
Normal,Blitz,300+0,41,C36,"King's Gambit Accepted,Modern Defense",e4,e5,f4,exf4,Nf3,d5,e5,f6,d4,fxe5
Normal,Blitz,180+2,41,C30,"King's Gambit Declined,Queen's Knight Defense",e4,e5,f4,Nc6,Nf3,d6,Bb5,exf4,d4,Bd7
Normal,Blitz,180+0,41,A20,English Opening: King's English Variation,c4,e5,g3,Nf6,Bg2,Nc6,e3,Bc5,Ne2,d6
Normal,Blitz,180+2,41,D00,Queen's Pawn Game,d4,d5,g3,Nf6,Bg2,g6,Nf3,Bg7,Nbd2,O-O
Normal,Blitz,300+0,41,A80,Dutch Defense: Krejcik Gambit,d4,f5,g4,fxg4,e4,d6,Nc3,Nc6,Be2,Nf6
Normal,Classical,600+0,41,A16,English Opening: Anglo-Gruenfeld Defense,c4,Nf6,Nc3,d5,Nf3,g6,cxd5,Nxd5,g3,Bg7
Normal,Blitz,300+0,41,A45,Indian Game,d4,Nf6,Nc3,e6,a3,d5,Bf4,c5,e3,Nc6
Normal,Blitz,180+0,41,A18,English Opening: Mikenas-Carls Variation #3,c4,Nf6,Nc3,e6,e4,Nc6,d4,d5,e5,Nd7
Normal,Blitz,300+0,41,B23,Sicilian Defense: Closed,e4,c5,Nc3,e6,d3,a6,g3,b5,a3,Bb7
Normal,Blitz,180+0,41,A17,"English Opening: Anglo-Indian Defense,Hedgehog System",c4,Nf6,Nc3,e6,g3,d5,cxd5,Nxd5,Bg2,c6
Normal,Blitz,180+0,41,A16,"English Opening: Anglo-Indian Defense,Queen's Knight Variation",c4,Nf6,Nc3,g6,e4,Bg7,e5,Ng8,d4,c5
Normal,Blitz,180+0,41,B25,"Sicilian Defense: Closed Variation,Traditional",e4,c5,Nc3,Nc6,Bb5,g6,Bxc6,bxc6,f4,Bg7
Normal,Classical,600+0,41,C25,Vienna Game: Paulsen Variation,e4,e5,Nc3,Nc6,g3,Nf6,Bg2,Bc5,Nge2,d6
Normal,Blitz,300+0,41,A10,English Opening,c4,d6,Nc3,Nf6,d4,g6,Bg5,Bg7,g3,O-O
Normal,Classical,300+7,41,A46,Indian Game: Spielmann-Indian,d4,Nf6,Nf3,c5,c3,e6,g3,d5,Bg2,Nc6
Normal,Blitz,180+0,41,A40,Horwitz Defense,d4,e6,Nf3,d5,Bf4,c5,e3,Nc6,c3,Qb6
Normal,Blitz,180+0,41,B78,"Sicilian Defense: Dragon Variation,Yugoslav Attack,Old Line",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,Nc3,g6
Normal,Blitz,180+0,41,C41,Philidor Defense #4,e4,e5,Nf3,d6,Bc4,Be7,d4,Nf6,O-O,exd4
Normal,Classical,600+10,41,C41,Philidor Defense #4,e4,e5,Nf3,d6,Bc4,Be7,a3,Nf6,d3,O-O
Normal,Classical,600+0,41,B76,"Sicilian Defense: Dragon Variation,Yugoslav Attack,Modern Line",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,Nc3,g6
Normal,Classical,600+5,41,B50,Sicilian Defense,e4,c5,Nf3,d6,Bc4,Nc6,Nc3,Nf6,O-O,g6
Normal,Blitz,300+3,41,B40,Sicilian Defense: Delayed Alapin Variation,e4,c5,Nf3,e6,c3,d5,exd5,exd5,d4,b6
Normal,Blitz,180+0,41,B40,Sicilian Defense: Delayed Alapin Variation,e4,c5,Nf3,e6,c3,Nf6,e5,Nd5,d4,cxd4
Normal,Blitz,180+0,41,B33,"Sicilian Defense: Lasker-Pelikan Variation,Sveshnikov Variation,Chelyabinsk Variation",e4,c5,Nf3,Nc6,d4,cxd4,Nxd4,Nf6,Nc3,e5
Normal,Blitz,180+0,41,C65,Ruy Lopez: Berlin Defense #2,e4,e5,Nf3,Nc6,Bb5,Nf6,d3,a6,Bxc6,bxc6
Normal,Blitz,300+0,41,C44,Scotch Game: Goering Gambit,e4,e5,Nf3,Nc6,d4,exd4,c3,d3,Bxd3,Bc5
Normal,Blitz,300+0,41,C50,Giuoco Piano,e4,e5,Nf3,Nc6,Bc4,Bc5,O-O,a6,c3,Ba7
Normal,Blitz,180+0,41,C45,Scotch Game,e4,e5,Nf3,Nc6,d4,exd4,Nxd4,Nxd4,Qxd4,d6
Normal,Classical,660+0,41,B30,Sicilian Defense: Old Sicilian,e4,c5,Nf3,Nc6,Bc4,d6,c3,Nf6,Qe2,g6
Normal,Blitz,180+0,41,B07,Pirc Defense #4,e4,d6,Nf3,Nd7,d4,Ngf6,c4,Nxe4,Bd3,Ndf6
Normal,Classical,420+7,41,C42,Russian Game: Urusov Gambit,e4,e5,Nf3,Nf6,Bc4,Nxe4,Nxe5,d5,Qe2,Bc5
Time forfeit,Classical,480+0,41,C53,"Italian Game: Classical Variation,Closed Variation",e4,e5,Nf3,Nc6,Bc4,Bc5,c3,Qe7,O-O,d6 
Time forfeit,Classical,300+5,41,B01,Scandinavian Defense: Mieses-Kotroc Variation,e4,d5,exd5,Qxd5,d4,c5,Nf3,Bg4,Be2,Nc6 
Time forfeit,Blitz,180+0,41,A00,Polish Opening,b4,e6,Bb2,d5,Nf3,Nf6,b5,Be7,e3,O-O
Time forfeit,Classical,600+0,41,C23,Bishop's Opening: Philidor Counterattack,e4,e5,Bc4,c6,Qf3,Nf6,Nc3,Bc5,Nh3,O-O
Time forfeit,Blitz,300+0,41,B01,Scandinavian Defense,e4,d5,Bc4,dxc4,Qe2,Be6,c3,g6,Nf3,Bg7
Time forfeit,Classical,300+5,41,B07,Pirc Defense #4,e4,d6,Bc4,g6,Nc3,Bg7,f4,Nf6,Nf3,O-O
Time forfeit,Classical,600+0,41,C00,French Defense #2,e4,e6,Bc4,Nf6,e5,Nd5,d4,a6,Bxd5,exd5
Time forfeit,Blitz,300+0,41,A43,Old Benoni Defense,d4,c5,c3,cxd4,cxd4,Nc6,e3,e5,d5,Nce7
Time forfeit,Blitz,300+0,41,D53,Queen's Gambit Declined: 4.Bg5 Be7,d4,d5,c4,e6,Nc3,Nf6,Bg5,Be7,e3,c6
Time forfeit,Blitz,180+2,41,B13,Caro-Kann Defense: Exchange Variation,e4,c6,d4,d5,exd5,cxd5,Bd3,Nf6,Bf4,a6
Time forfeit,Classical,480+0,41,C18,"French Defense: Winawer Variation,Maroczy-Wallis Variation",e4,e6,d4,d5,Nc3,Bb4,e5,c5,a3,cxd4
Time forfeit,Blitz,180+0,41,A43,Benoni Defense: Old Benoni,d4,c5,d5,d6,c4,e5,Nc3,Be7,e4,Nf6
Time forfeit,Blitz,180+0,41,B01,Scandinavian Defense: Gubinsky-Melts Defense,e4,d5,exd5,Qxd5,Nc3,Qd6,Nf3,Nf6,h3,g6
Time forfeit,Blitz,180+0,41,C37,"King's Gambit Accepted,Salvio Gambit",e4,e5,f4,exf4,Nf3,g5,Bc4,g4,Ne5,Qh4+
Time forfeit,Blitz,180+0,41,C37,"King's Gambit Accepted,Muzio Gambit,Wild Muzio Gambit",e4,e5,f4,exf4,Nf3,g5,Bc4,g4,O-O,gxf3
Time forfeit,Blitz,180+0,41,A04,Zukertort Opening: Kingside Fianchetto,Nf3,g6,g3,Bg7,Bg2,c6,O-O,d5,d3,Nd7
Time forfeit,Blitz,180+1,41,A38,"English Opening: Symmetrical Variation,Duchamp Variation",Nf3,c5,g3,g6,Bg2,Bg7,O-O,Nf6,d3,O-O
Time forfeit,Classical,600+0,41,D00,Queen's Pawn Game,d4,d5,g3,Nf6,Bg2,Nc6,Nf3,e6,Bg5,Be7
Time forfeit,Blitz,180+0,41,B23,Sicilian Defense: Closed Variation,e4,c5,Nc3,a6,g3,b5,Bg2,Bb7,a4,b4
Time forfeit,Blitz,300+0,41,B92,"Sicilian Defense: Najdorf Variation,Opocensky Variation",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,Nc3,a6
Time forfeit,Blitz,180+0,41,C45,Scotch Game: Schmidt Variation,e4,e5,Nf3,Nc6,d4,exd4,Nxd4,Nf6,Nxc6,bxc6
Normal,Blitz,180+0,40,A33,"English Opening: Symmetrical Variation,Anti-Benoni Variation,Spielmann Defense",d4,Nf6,c4,e6,Nc3,c5,Nf3,cxd4,Nxd4,Nc6 
Normal,Blitz,300+3,40,B50,Sicilian Defense,e4,c5,Nf3,d6,Bc4,Nf6,d3,g6,Nc3,Bg7 
Normal,Blitz,300+0,40,A84,Dutch Defense: Classical Variation,d4,e6,c4,f5,g4,fxg4,e4,Qh4,Nc3,a6 
Normal,Classical,600+0,40,C05,"French Defense: Tarrasch Variation,Closed Variation #2",e4,e6,d4,d5,Nd2,Nf6,e5,Nfd7,Bd3,c5 
Normal,Blitz,300+0,40,B46,Sicilian Defense: Paulsen Variation,e4,c5,Nf3,Nc6,d4,cxd4,Nxd4,e6,Nc3,a6 
Normal,Blitz,180+0,40,B20,Sicilian Defense: Snyder Variation,e4,c5,b3,g6,Bb2,Nf6,g4,Bg7,g5,Nh5
Normal,Classical,480+0,40,C28,Bishop's Opening: Vienna Hybrid,e4,e5,Bc4,Nf6,Nc3,Nc6,d3,Bc5,a3,O-O
Normal,Blitz,180+0,40,A40,Queen's Pawn,d4,c6,Bg5,d5,e3,Bf5,Bd3,Bg6,Nf3,Qc7
Normal,Blitz,180+0,40,B06,Modern Defense: Geller's System,e4,g6,c3,Bg7,d4,d6,Nf3,c6,Bc4,Nf6
Normal,Blitz,180+0,40,D10,Slav Defense #2,d4,d5,c4,c6,Nc3,Nf6,a4,dxc4,e4,e6
Normal,Classical,600+0,40,D31,Semi-Slav Defense: Accelerated Move Order,d4,d5,c4,c6,Nc3,e6,Nf3,h6,e4,dxc4
Normal,Blitz,300+0,40,E98,"King's Indian Defense: Orthodox Variation,Classical System",d4,Nf6,c4,d6,Nc3,g6,Nf3,Bg7,e4,O-O
Normal,Blitz,180+0,40,D44,Queen's Gambit Declined: Vienna Variation,d4,d5,c4,dxc4,Nf3,Nf6,Nc3,e6,Bg5,Be7
Normal,Blitz,180+2,40,A52,Budapest Defense: Adler Variation,d4,Nf6,c4,e5,dxe5,Ng4,Nf3,Nc6,Nc3,Ngxe5
Normal,Blitz,180+0,40,D08,Queen's Gambit Refused: Albin Countergambit,d4,d5,c4,e5,cxd5,Qxd5,e3,exd4,Nc3,Bb4
Normal,Blitz,300+0,40,A90,"Dutch Defense: Stonewall Variation,Modern Variation",d4,d5,c4,e6,g3,c6,Bg2,f5,Nf3,Nf6
Normal,Classical,600+0,40,E61,King's Indian Defense,d4,Nf6,c4,g6,Nc3,Bg7,Bf4,c6,e3,d5
Normal,Classical,600+0,40,A04,Zukertort Opening: Queenside Fianchetto Variation,Nf3,b6,d4,Bb7,Bf4,g6,Ne5,Bg7,Nc3,d6
Normal,Blitz,180+0,40,B73,"Sicilian Defense: Dragon Variation,Classical Variation",e4,g6,d4,Bg7,Nc3,c5,Nf3,cxd4,Nxd4,Nc6
Normal,Blitz,300+0,40,B06,Robatsch (Modern) Defense,e4,g6,d4,Bg7,Nf3,d6,c4,Nd7,Nc3,b6
Normal,Classical,900+0,40,A03,Bird Opening: Dutch Variation,f4,d5,d4,c5,c3,Nc6,e3,e6,Nf3,Nf6
Normal,Blitz,300+0,40,C41,Philidor Defense: Bird Gambit,e4,e5,d4,exd4,Nf3,d6,c3,Be7,Bc4,Nf6
Normal,Blitz,180+0,40,A40,"Englund Gambit Declined,Reversed French",e3,e5,d4,exd4,exd4,d5,Nf3,c6,Be2,Nf6
Normal,Classical,600+0,40,C21,Center Game: von der Lasa Gambit,e4,e5,d4,exd4,Bc4,d6,Qxd4,Nf6,Qd3,Be7
Normal,Blitz,180+0,40,B07,Pirc Defense,e4,d6,d4,Nf6,Bd3,g6,Ne2,Bg7,f3,O-O
Normal,Classical,600+0,40,B02,Alekhine Defense: Saemisch Attack,e4,Nf6,e5,Nd5,Nc3,Nxc3,dxc3,d5,Bf4,c5
Normal,Blitz,300+0,40,B01,Scandinavian Defense: Mieses-Kotroc Variation,e4,d5,exd5,Qxd5,d4,c6,Nf3,Bf5,Be2,e6
Normal,Blitz,180+0,40,C31,"King's Gambit,Falkbeer Countergambit,Staunton Line",e4,e5,f4,d5,exd5,e4,Bc4,Nf6,Nc3,Bc5
Normal,Blitz,180+0,40,A04,Reti Opening #2,Nf3,Nf6,g3,b6,Bg2,Bb7,d3,e6,e4,Nc6
Normal,Blitz,300+0,40,A08,King's Indian Attack: French Variation,Nf3,d5,g3,c5,Bg2,Nc6,d4,cxd4,Nxd4,e5
Normal,Blitz,180+0,40,D78,"Neo-Gruenfeld Defense: Classical Variation,Original Defense",Nf3,Nf6,g3,d5,Bg2,c6,O-O,g6,c4,Bg7
Normal,Blitz,120+2,40,B06,Modern Defense: Standard Line,e4,g6,Nc3,Bg7,d4,c6,f4,d5,e5,f6
Normal,Blitz,300+0,40,D34,Tarrasch Defense: Classical Variation,c4,c5,Nc3,Nc6,g3,Nf6,Bg2,e6,Nf3,d5
Normal,Blitz,300+2,40,A10,English Opening,c4,d6,Nc3,Nd7,d4,Ngf6,g3,c5,Bg2,cxd4
Normal,Classical,600+0,40,C11,French Defense: Burn Variation,d4,d5,Nc3,Nf6,Bg5,e6,e4,dxe4,Nxe4,Be7
Normal,Blitz,180+0,40,A40,English Defense #2,d4,b6,Nf3,Bb7,Bf4,Nf6,e3,e6,Nbd2,d5
Normal,Blitz,300+0,40,A02,Bird Opening,f4,b6,Nf3,Bb7,e3,d5,d4,c5,c3,e6
Normal,Blitz,180+0,40,D02,Queen's Pawn Game: Anti-Torre,d4,d5,Nf3,Bg4,Ne5,Bh5,g4,Bg6,h4,h6
Normal,Blitz,180+2,40,B06,Modern Defense: Geller's System,e4,g6,Nf3,Bg7,d4,d6,c3,Nd7,Be3,e5
Normal,Blitz,180+2,40,A46,Indian Game: Spielmann-Indian,d4,Nf6,Nf3,c5,g3,cxd4,Nxd4,e6,Bg2,Nc6
Normal,Classical,300+5,40,D02,Queen's Pawn Game: Zukertort Variation,d4,d5,Nf3,c6,Bg5,Nd7,e3,Ngf6,Bd3,e6
Normal,Blitz,300+0,40,A40,Horwitz Defense,d4,e6,Nf3,d5,g3,Nf6,Bg2,Nbd7,O-O,Bd6
Normal,Blitz,180+2,40,C00,French Defense: Knight Variation,e4,e6,Nf3,d5,exd5,exd5,Be2,Bf5,O-O,Ne7
Normal,Blitz,180+0,40,B10,Caro-Kann Defense,e4,c6,Nf3,d5,exd5,cxd5,Ne5,Nf6,Bb5,Bd7
Normal,Blitz,180+0,40,B90,"Sicilian Defense: Najdorf Variation,English Attack,Anti-English",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,Nc3,a6
Normal,Blitz,300+0,40,B92,"Sicilian Defense: Najdorf Variation,Opocensky Variation",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,Nc3,a6
Normal,Blitz,180+0,40,B90,"Sicilian Defense: Najdorf,Lipnitsky Attack",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,Nc3,a6
Normal,Blitz,300+0,40,B96,Sicilian Defense: Najdorf Variation,e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,Nc3,a6
Normal,Classical,300+5,40,C41,Philidor Defense #4,e4,e5,Nf3,d6,Bc4,Be7,O-O,Nf6,d4,Nc6
Normal,Classical,600+0,40,B90,"Sicilian Defense: Najdorf,Lipnitsky Attack",e4,c5,Nf3,d6,d4,cxd4,Nxd4,Nf6,Nc3,a6
Normal,Blitz,300+0,40,B41,"Sicilian Defense: Kan Variation,Maroczy Bind,Reti Variation",e4,c5,Nf3,e6,d4,a6,c4,cxd4,Nxd4,Qc7
Normal,Blitz,180+0,40,B47,"Sicilian Defense: Paulsen Variation,Bastrikov Variation",e4,c5,Nf3,e6,d4,cxd4,Nxd4,Nc6,Nc3,Qc7
